ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
43C012000,360300,36592592,2318,TARLETON DR,,LOT 48 BK 5 SEC 4 GREENBRIER,0
43C005000,299100,36592593,1084,RIO RD E,,PT LOT 55 BK 5 SE 4 GREENBRIER,0
42C034000,383200,36592594,2415,BROOK RD,,LOT 21 BK 11 SEC 7 GREENBRIER,0
43C097000,384100,36592595,2319,TARLETON DR,,LOT 8 BK 10 SEC 4 GREENBRIER,0
42C082000,517600,36592596,2222,BRANDYWINE DR,,LOT 8 BK A GREENBRIER HEIGHTS,0
42C032000,455200,36592597,2414,HILLWOOD PL,,LOT 4 BK 12 SEC 7 GREENBRIER,0
43C013000,371200,36592598,2316,TARLETON DR,,LOT 47 BK 5 SEC 4 GREENBRIER,0
43C083000,342800,36592599,2302,GREENBRIER DR,,LOT 11 BK 10 SEC 5 GREENBRIER,0
42C018000,445500,36592600,2507,HILLWOOD PL,,LOT 4 BK 14 SEC 8B GREENBRIER,0
42C022000,369200,36592601,2415,KERRY LN,,LOT 5 BK 12 SEC 8A GREENBRIER,0
43C096000,349300,36592602,2317,TARLETON DR,,LOT 7 BK 10 SEC 4 GREENBRIER,0
43C004000,338300,36592603,1080,RIO RD E,,PT LOT 56 BK 5 SE 4 GREENBRIER,0
42C033000,365200,36592604,2413,BROOK RD,,LOT 20 BK 11 SEC 7 GREENBRIER,0
42C007000,429500,36592605,2500,HILLWOOD PL,,LOT 7 BK 13 SEC 8A GREENBRIER,0
42C081000,476400,36592606,2218,BRANDYWINE DR,,LOT 7 BK A GREENBRIER HEIGHTS,0
43C084000,273200,36592607,2312,BANBURY ST,,LOT 12 BK 10 SEC 5 GREENBRIER,0
43C014000,380500,36592608,2314,TARLETON DR,,LOT 46 BK 5 SEC 4 GREENBRIER,0
43C080000,354900,36592609,2225,GREENBRIER DR,,LOT 11 BK 11 SEC 7 GREENBRIER,0
42C008000,431000,36592610,2502,HILLWOOD PL,,LOT 8 BK 13 SEC 8B GREENBRIER,0
43C095000,334300,36592611,2315,TARLETON DR,,LOT 6 BK 10 SEC 4 GREENBRIER,0
42C031000,428900,36592612,2412,BROOK RD,,LOT 3 BK 12 SEC 7 GREENBRIER,0
42C017000,479200,36592613,2509,HILLWOOD PL,,LOT 5 BK 14 SEC 8B GREENBRIER,0
43C072000,416700,36592614,2411,BROOK RD,,LOT 19 BK 11 SEC 7 GREENBRIER,0
43C085000,302600,36592615,2310,BANBURY ST,,LOT 13 BK 10 SEC 5 GREENBRIER,0
42C009000,431500,36592616,2504,HILLWOOD PL,,LOT 9 BK 13 SEC 8B GREENBRIER,0
43C015000,347700,36592617,2312,TARLETON DR,,LOT 45 BK 5 SEC 4 GREENBRIER,0
43C079000,397900,36592618,2223,GREENBRIER DR,,LOT 12A BK 11 SEC 7 GREENBRIER,0
42C023000,567600,36592619,2413,KERRY LN,,LOT 6 BK 12 SEC 8A GREENBRIER,0
43C003000,402300,36592620,1070,RIO RD E,,PT 57 BK 5 SEC 4 GREENBRIER,0
42C080000,381700,36592621,2214,BRANDYWINE DR,,LOT 6 BK A GREENBRIER HEIGHTS,0
43C094000,383600,36592622,2313,TARLETON DR,,LOT 5 BK 10 SEC 4 GREENBRIER,0
43C061000,372700,36592623,2226,GREENBRIER DR,,LOT B BK 8 SEC 5 GREENBRIER,0
42C006000,385900,36592624,2412,KERRY LN,,LOT 6 BK 13 SEC 8A GREENBRIER,0
43C086000,307400,36592625,2308,BANBURY ST,,LOT 14 BK 10 SEC 5 GREENBRIER,0
43C016000,324200,36592626,2310,TARLETON DR,,LOT 44 BK 5 SEC 4 GREENBRIER,0
42C030000,408100,36592627,2410,BROOK RD,,LOT 2 BK 12 SEC 7 GREENBRIER,0
42C016000,499000,36592628,2511,HILLWOOD PL,,LOT 6 BK 14 SEC 8B GREENBRIER,0
43C073000,445700,36592629,2409,BROOK RD,,LOT 18 BK 11 SEC 7 GREENBRIER,0
42C010000,434500,36592630,2506,HILLWOOD PL,,LOT 10 BK 13 SEC 8B GREENBRIER,0
42C024000,380200,36592631,2411,KERRY LN,,LOT 7A BK 12 SEC 8A GREENBRIER,0
43C074000,398200,36592632,2407,BROOK RD,,LOT 17 BK 11 SEC 7 GREENBRIER,0
43C078000,361200,36592633,2221,GREENBRIER DR,,LOT 13A BK 11 SEC 7 GREENBRIER,0
43C093000,351100,36592634,2311,TARLETON DR,,LOT 4 BK 10 SEC 4 GREENBRIER,0
43C060000,323900,36592635,2309,BANBURY ST,,LOT A BK 8 SEC 5 GREENBRIER,0
43C002000,278700,36592636,101,GREENBRIER TER,,LOT 15 GREENBRIER TERRACE,0
43C087000,314100,36592637,2306,BANBURY ST,,LOT 15 BK 10 SEC 5 GREENBRIER,0
42C005000,420300,36592638,2408,KERRY LN,,LOT 5 BK 13 SEC 8A GREENBRIER,0
43C017000,600400,36592639,2308,TARLETON DR,,LOT 43 BK 5 SEC 4 GREENBRIER,0
42C015000,551500,36592640,2513,HILLWOOD PL,,LOT 7 BK 14 SEC 8B GREENBRIER,0
43C092000,319100,36592641,2309,TARLETON DR,,LOT 3 BK 10 SEC 4 GREENBRIER,0
42C029000,458200,36592642,2408,BROOK RD,,LOT 1A BK 12 SEC 7 GREENBRIER,0
42C011000,552100,36592643,2508,HILLWOOD PL,,LOT 11 BK 13 SEC 8B GREENBRIER,0
43C062000,345700,36592644,2224,GREENBRIER DR,,LOT 39 BK 8 SEC 6 GREENBRIER,0
43C075000,329300,36592645,2403,BROOK RD,,LOT 16 BK 11 SEC 7 GREENBRIER,0
43C077000,360300,36592646,2219,GREENBRIER DR,,LOT 14 BK 11 SEC 6 GREENBRIER,0
42C004000,566900,36592647,2406,KERRY LN,,LOT 4 BK 13 SEC 8A GREENBRIER,0
42C025000,438900,36592648,2409,KERRY LN,,LOT 8A BK 12 SEC 8A GREENBRIER,0
43C088000,306400,36592649,2304,BANBURY ST,,LOT 16 BK 10 SEC 5 GREENBRIER,0
43C059000,319200,36592650,2307,BANBURY ST,,LOT 33 BK 8 SEC 5 GREENBRIER,0
43C091000,310700,36592651,2305,TARLETON DR,,LOT 2 BK 10 SEC 4 GREENBRIER,0
43C002100,295300,36592652,103,GREENBRIER TER,,LOT 14 GREENBRIER TERRACE,0
42C014000,448500,36592653,2515,HILLWOOD PL,,LOT 8 BK 14 SEC 8B GREENBRIER,0
43C071000,7545100,36592654,2228,GREENBRIER DR,,10.34 ACRES GREENBRIER,448668
42C012000,471200,36592655,2510,HILLWOOD PL,,LOT 12 BK 13 SEC 8B GREENBRIER,0
43C018000,398100,36592656,2306,TARLETON DR,,LOT 42 BK 5 SEC 4 GREENBRIER,0
43C089000,297900,36592657,2302,BANBURY ST,,LOT 17 BK 10 SEC 5 GREENBRIER,0
43C063000,333500,36592658,2222,GREENBRIER DR,,LOT 38 BK 8 SEC 6 GREENBRIER,0
42C026000,450600,36592659,2407,KERRY LN,,LOT 9 BK 12 SEC 8A GREENBRIER,0
43C001000,256700,36592660,100,GREENBRIER TER,,LOT 1 GREENBRIER TERRACE,0
43C076000,344700,36592661,2217,GREENBRIER DR,,LOT 15 BK 11 SEC 6 GREENBRIER,0
42C003000,430600,36592662,2404,KERRY LN,,LOT 3 BK 13 SEC 8A GREENBRIER,0
43C058000,318000,36592663,2305,BANBURY ST,,LOT 34 BK 8 SEC 5 GREENBRIER,0
43C002200,281000,36592664,105,GREENBRIER TER,,LOT 13 GREENBRIER TERRACE,0
43C019000,442800,36592665,2304,TARLETON DR,,LOT 41 BK 5 SEC 4 GREENBRIER,0
42B120000,407600,36592666,2517,HILLWOOD PL,,LOT 9 BK 14 SEC 8B GREENBRIER,0
43C090000,356900,36592667,2301,TARLETON DR,,LOT 1 BK 10 SEC 3 GREENBRIER,0
42C013000,382100,36592668,2512,HILLWOOD PL,,LOT 13 BK 13 SEC 8B GREENBRIER,0
42C027000,420300,36592669,2405,KERRY LN,,LOT 10A BK 12 SE 8A GREENBRIER,0
43C001100,334300,36592670,102,GREENBRIER TER,,LOT 2 GREENBRIER TERRACE,0
43C057000,442000,36592671,2303,BANBURY ST,,LOTS 35&2B BK 8 GREENBRIER,0
43C064000,426200,36592672,2220,GREENBRIER DR,,LOT 37 BK 8 SEC 6 GREENBRIER,0
43C002300,320200,36592673,107,GREENBRIER TER,,LOT 12 GREENBRIER TERRACE,0
43C020000,351700,36592674,2302,TARLETON DR,,LOT 40 BK 5 SEC 4 GREENBRIER,0
43C001200,327500,36592675,104,GREENBRIER TER,,LOT 3 GREENBRIER TERRACE,0
42C002000,374700,36592676,2402,KERRY LN,,LOT 2 BK 13 SEC 8A GREENBRIER,0
42B119000,427800,36592677,2519,HILLWOOD PL,,LOT 1A BK 6 SEC 8B GREENBRIER,0
42B121000,403600,36592678,2514,HILLWOOD PL,,LOT 14 BK 13 SEC 8B GREENBRIER,0
43C056000,429800,36592679,2139,TARLETON DR,,"LOT 1,PARCEL X SE 3 GREENBRIER",0
43C002400,388800,36592680,109,GREENBRIER TER,,LOT 11 GREENBRIER TERRACE,0
42C028000,360500,36592681,2403,KERRY LN,,LOT 11A BK 12 SE 8A GREENBRIER,0
43C021000,357900,36592682,2300,TARLETON DR,,LOT 39 BK 5 SEC 3 GREENBRIER,0
43C065000,362300,36592683,2218,GREENBRIER DR,,LOT 36 BK 8 SEC 6 GREENBRIER,0
43C001300,290500,36592684,106,GREENBRIER TER,,LOT 4 GREENBRIER TERRACE,0
43C002500,262400,36592685,111,GREENBRIER TER,,LOT 10 GREENBRIER TERRACE,0
43C055000,343000,36592686,2137,TARLETON DR,,LOT 2A BK 8 SEC 3 GREENBRIER,0
42B118000,393300,36592687,2516,HILLWOOD PL,,LOT 2A BK 6 SEC 8B GREENBRIER,0
42C001000,370400,36592688,2400,KERRY LN,,LOT 1 BK 13 SEC 8A GREENBRIER,0
43C022000,361600,36592689,2246,BANBURY ST,,LOT 38 BK 5 SEC 3 GREENBRIER,0
43C001400,315900,36592690,108,GREENBRIER TER,,LOT 5 GREENBRIER TERRACE,0
43C002600,266100,36592691,113,GREENBRIER TER,,LOT 9 GREENBRIER TERRACE,0
43C066000,398900,36592692,2216,GREENBRIER DR,,LOT 29 BK 8 SEC 6 GREENBRIER,0
42B117000,394800,36592693,1917,GREENBRIER DR,,LOT 3A BK 6 SEC 8B GREENBRIER,0
43C054000,261100,36592694,2135,TARLETON DR,,LOT 3 BK 8 SEC 3 GREENBRIER,0
42B116000,392400,36592695,1919,GREENBRIER DR,,LOT 4 BK 6 SEC 2 GREENBRIER,0
43C042000,362400,36592696,2138,TARLETON DR,,LOT 1 BK 9 SEC 3 GREENBRIER,0
43C023000,329500,36592697,2244,BANBURY ST,,LOT 37 BK 5 SEC 3 GREENBRIER,0
42B085000,556900,36592698,1900,GREENBRIER DR,,29.7 ACRES GREENBRIER,1293732
43C001500,341300,36592699,110,GREENBRIER TER,,LOT 6 GREENBRIER TERRACE,0
42B115000,426400,36592700,1921,GREENBRIER DR,,LOT 5 BK 6 SEC 2 GREENBRIER,0
43C067000,371000,36592701,2214,GREENBRIER DR,,LOT 28 BK 8 SEC 6 GREENBRIER,0
42B114000,416700,36592702,1923,GREENBRIER DR,,LOT 6 BK 6 SEC 2 GREENBRIER,0
43C024000,309100,36592703,2242,BANBURY ST,,LOT 36 BK 5 SEC 3 GREENBRIER,0
42B113000,380900,36592704,2001,GREENBRIER DR,,LOT 7 & STRIP BK 7 GREENBRIER,0
43C001600,322000,36592705,112,GREENBRIER TER,,LOT 7 GREENBRIER TERRACE,0
43C053000,320300,36592706,2133,TARLETON DR,,LOT 4 BK 8 SEC 3 GREENBRIER,0
43C041000,320300,36592707,2239,BANBURY ST,,LOT 2 BK 9 SEC 3 GREENBRIER,0
43C043000,351900,36592708,2136,TARLETON DR,,LOT 29 BK 9 SEC 3 GREENBRIER,0
43C068000,400900,36592709,2212,GREENBRIER DR,,LOT 27 BK 8 SEC 6 GREENBRIER,0
43C025000,363100,36592710,2240,BANBURY ST,,LOT 35 BK 5 SEC 3 GREENBRIER,0
43C001700,279400,36592711,114,GREENBRIER TER,,LOT 8 GREENBRIER TERRACE,0
42B092000,321900,36592712,1916,GREENBRIER DR,,LOT 5 BK 3 SEC 2 GREENBRIER,0
43C040000,295800,36592713,2237,BANBURY ST,,LOT 3 BK 9 SEC 3 GREENBRIER,0
43C052000,322700,36592714,2131,TARLETON DR,,LOT 5 BK 8 SEC 3 GREENBRIER,0
42B093000,354800,36592715,1918,GREENBRIER DR,,PT LOT 4 BK 3 SEC 2 GREENBRIER,0
42B112000,399800,36592716,2003,GREENBRIER DR,,LOT 6 BK 7 SEC 2 GREENBRIER,0
42B094000,357300,36592717,1920,GREENBRIER DR,,LOT 3 & PT 4 BK 3 GREENBRIER,0
43C044000,427000,36592718,2134,TARLETON DR,,LOT 28 BK 9 SEC 3 GREENBRIER,0
43C069000,462200,36592719,2210,GREENBRIER DR,,LOT 26 BK 8 SEC 6 GREENBRIER,0
43C051000,408800,36592720,2129,TARLETON DR,,LOT 6 BK 8 SEC 3 GREENBRIER,0
42B095000,365000,36592721,1922,GREENBRIER DR,,LOT 2 BK 3 SEC 2 GREENBRIER,0
43C039000,328100,36592722,2235,BANBURY ST,,LOT 4 BK 9 SEC 3 GREENBRIER,0
42B111000,375100,36592723,2005,GREENBRIER DR,,LOT 5 BK 7 SEC 2 GREENBRIER,0
42B096000,424800,36592724,1924,GREENBRIER DR,,LOT 1 BK 3 SEC 2 GREENBRIER,0
43C026000,314300,36592725,2238,BANBURY ST,,LOT 34 BK 5 SEC 3 GREENBRIER,0
43C050000,341400,36592726,2127,TARLETON DR,,LOT 7 BK 8 SEC 3 GREENBRIER,0
43C038000,298200,36592727,2233,BANBURY ST,,LOT 5 BK 9 SEC 3 GREENBRIER,0
42B110000,374600,36592728,2007,GREENBRIER DR,,LOT 4 BK 7 SEC 2 GREENBRIER,0
43C045000,321600,36592729,2132,TARLETON DR,,LOT 27 BK 9 SEC 3 GREENBRIER,0
42B097000,433000,36592730,2000,GREENBRIER DR,,LOT 1 BK 5 SEC 2 GREENBRIER,0
43C070000,335700,36592731,2208,GREENBRIER DR,,LOT 25 BK 8 SEC 6 GREENBRIER,0
43C027000,328600,36592732,2236,BANBURY ST,,LOT 33A BK 5 SEC 3 GREENBRIER,0
43C037000,298400,36592733,2231,BANBURY ST,,LOT 6 BK 9 SEC 3 GREENBRIER,0
42B109000,497300,36592734,2009,GREENBRIER DR,,LOT 3 BK 7 SEC 2 GREENBRIER,0
42B098000,386200,36592735,2002,GREENBRIER DR,,LOT 2 BK 5 SEC 2 GREENBRIER,0
43C046000,309300,36592736,2130,TARLETON DR,,LOT 26 BK 9 SEC 3 GREENBRIER,0
43C049000,364100,36592737,2125,TARLETON DR,,LOT 8 BK 8 SEC 3 GREENBRIER,0
43B103000,365100,36592738,2206,GREENBRIER DR,,LOT 24 BK 8 SEC 6 GREENBRIER,0
43C028000,275600,36592739,2234,BANBURY ST,,LOT 32A BK 5 SEC 3 GREENBRIER,0
43C036000,286100,36592740,2229,BANBURY ST,,LOT 7 BK 9 SEC 3 GREENBRIER,0
42B108000,362800,36592741,2011,GREENBRIER DR,,LOT 2 BK 7 SEC 2 GREENBRIER,0
42B099000,371800,36592742,2004,GREENBRIER DR,,LOT 3 BK 5 SEC 2 GREENBRIER,0
43C047000,293900,36592743,2128,TARLETON DR,,LOT 25 BK 9 SEC 3 GREENBRIER,0
43C029000,298100,36592744,2232,BANBURY ST,,LOT 31 BK 5 SEC 3 GREENBRIER,0
43B102000,349600,36592745,2204,GREENBRIER DR,,LOT 23 BK 8 SEC 6 GREENBRIER,0
43B088000,355800,36592746,2123,TARLETON DR,,LOT 9 BK 8 SEC 3 GREENBRIER,0
43C035000,405000,36592747,2227,BANBURY ST,,LOT 8 BK 9 SEC 3 GREENBRIER,0
42B107000,348000,36592748,2013,GREENBRIER DR,,LOT 1 BK 7 SEC 2 GREENBRIER,0
43C030000,345900,36592749,2230,BANBURY ST,,LOT 30 BK 5 SEC 3 GREENBRIER,0
42B100000,363200,36592750,2006,GREENBRIER DR,,LOT 4 BK 5 SEC 2 GREENBRIER,0
43C048000,317300,36592751,2126,TARLETON DR,,LOT 24 BK 9 SEC 3 GREENBRIER,0
43C034000,296300,36592752,2225,BANBURY ST,,LOT 9 BK 9 SEC 3 GREENBRIER,0
43B101000,349800,36592753,2202,GREENBRIER DR,,LOT 22 BK 8 SEC 6 GREENBRIER,0
43B089000,298100,36592754,2121,TARLETON DR,,LOT 10 BK 8 SEC 3 GREENBRIER,0
42B101000,492600,36592755,2008,GREENBRIER DR,,LOT 5 BK 5 SEC 2 GREENBRIER,0
43C031000,273800,36592756,2228,BANBURY ST,,LOT 29 BK 5 SEC 3 GREENBRIER,0
43B087000,294000,36592757,2124,TARLETON DR,,LOT 23 BK 9 SEC 3 GREENBRIER,0
43B074000,356200,36592758,2223,BANBURY ST,,LOT 10 BK 9 SEC 3 GREENBRIER,0
43B100000,468100,36592759,2200,GREENBRIER DR,,LOT 21 BK 8 SEC 3 GREENBRIER,0
42B102000,570400,36592760,2010,GREENBRIER DR,,LOT 6 BK 5 SEC 2 GREENBRIER,0
43C032000,388500,36592761,2226,BANBURY ST,,LOT 28 BK 5 SEC 3 GREENBRIER,0
43B090000,350500,36592762,2119,TARLETON DR,,LOT 11 BK 8 SEC 3 GREENBRIER,0
43B086000,269600,36592763,2122,TARLETON DR,,LOT 22 BK 9 SEC 3 GREENBRIER,0
43B075000,287700,36592764,2221,BANBURY ST,,LOT 11 BK 9 SEC 3 GREENBRIER,0
42B103000,376400,36592765,2012,GREENBRIER DR,,LOT 7 BK 5 SEC 2 GREENBRIER,0
43C033000,280100,36592766,2224,BANBURY ST,,LOT 27 BK 5 SEC 3 GREENBRIER,0
43B099000,391800,36592767,2101,TARLETON DR,,LOT 20 BK 8 SEC 3 GREENBRIER,0
43B091000,376300,36592768,2117,TARLETON DR,,LOT 12 BK 8 SEC 3 GREENBRIER,0
42B091000,398700,36592769,1610,JAMESTOWN DR,,LOT 6 BK 4 SEC 2 GREENBRIER,0
43B085000,326500,36592770,2120,TARLETON DR,,LOT 21 BK 9 SEC 3 GREENBRIER,0
43B076000,320800,36592771,2219,BANBURY ST,,LOT 12 BK 9 SEC 3 GREENBRIER,0
43B073000,351300,36592772,2222,BANBURY ST,,LOT 26 BK 5 SEC 3 GREENBRIER,0
43B098000,387200,36592773,2103,TARLETON DR,,LOT 19 BK 8 SEC 3 GREENBRIER,0
43B092000,304300,36592774,2115,TARLETON DR,,LOT 13 BK 8 SEC 3 GREENBRIER,0
42B104000,355600,36592775,2100,TARLETON DR,,LOT 8 BK 5 SEC 3 GREENBRIER,0
43B077000,294100,36592776,2217,BANBURY ST,,LOT 13 BK 9 SEC 3 GREENBRIER,0
43B084000,329400,36592778,2118,TARLETON DR,,LOT 20 BK 9 SEC 3 GREENBRIER,0
43B093000,354200,36592779,2113,TARLETON DR,,LOT 14&PAR X BK 8 GREENBRIER,0
42B090000,430200,36592780,1608,JAMESTOWN DR,,LOT 5 BK 4 SEC 2 GREENBRIER,0
43B097000,383700,36592781,2105,TARLETON DR,,LOT 18A BK 8 SEC 3 GREENBRIER,0
43B078000,301700,36592782,2215,BANBURY ST,,LOT 14 BK 9 SEC 3 GREENBRIER,0
43B071000,292100,36592783,2218,BANBURY ST,,LOT 24 BK 5 GREENBRIER,0
43B083000,346400,36592784,2116,TARLETON DR,,LOT 19 BK 9 SEC 3 GREENBRIER,0
43B096000,361000,36592785,2107,TARLETON DR,,LOTS 17&18B BK 8 GREENBRIER,0
43B094000,397300,36592786,2111,TARLETON DR,,LOT 15 BK 8 SEC 3 GREENBRIER,0
43B095000,352400,36592787,2109,TARLETON DR,,LOT 16 BK 8 SEC 3 GREENBRIER,0
42B105000,329700,36592788,2102,TARLETON DR,,LOT 9 BK 5 SEC 3 GREENBRIER,0
43B079000,308800,36592789,2213,BANBURY ST,,LOT 15 BK 9 SEC 3 GREENBRIER,0
42B089000,445300,36592790,1606,JAMESTOWN DR,,LOT 4 BK 4 SEC 2 GREENBRIER,0
43B070000,289900,36592791,2216,BANBURY ST,,LOT 23 BK 5 SEC 3 GREENBRIER,0
42B024100,22800,36592792,250,MEADOWBROOK HEIGHTS RD,,RESERVED BK L SEC 5 RUTLEDGE,0
43B082000,326000,36592793,2114,TARLETON DR,,LOT 18 BK 9 SEC 3 GREENBRIER,0
42B106000,324500,36592794,2104,TARLETON DR,,LOT 10 BK 5 SEC 3 GREENBRIER,0
43B080000,277600,36592795,2211,BANBURY ST,,LOT 16 BK 9 SEC 3 GREENBRIER,0
43B069000,293500,36592796,2214,BANBURY ST,,LOT 22 BK 5 SEC 3 GREENBRIER,0
42B088000,523100,36592797,1604,JAMESTOWN DR,,LOT 3 BK 4 SEC 2 GREENBRIER,0
43B081000,234200,36592798,2209,BANBURY ST,,LOT 17 BK 9 SEC 3 GREENBRIER,0
43B058000,364900,36592799,2106,TARLETON DR,,LOT 11 BK 5 SEC 3 GREENBRIER,0
43B068000,330300,36592800,2212,BANBURY ST,,LOT 21 BK 5 SEC 3 GREENBRIER,0
43B061000,338800,36592801,2112,TARLETON DR,,LOT 14 BK 5 SEC 3 GREENBRIER,0
43B062000,335500,36592802,2200,BANBURY ST,,LOT 15 BK 5 SEC 3 GREENBRIER,0
43B059000,309100,36592803,2108,TARLETON DR,,LOT 12 BK 5 SEC 3 GREENBRIER,0
42B087000,401900,36592804,1602,JAMESTOWN DR,,LOT 2 BK 4 SEC 2 GREENBRIER,0
43B063000,337300,36592805,2202,BANBURY ST,,LOT 16 BK 5 SEC 3 GREENBRIER,0
43B067000,318400,36592806,2210,BANBURY ST,,LOT 20 BK 5 SEC 3 GREENBRIER,0
43B060000,416700,36592807,2110,TARLETON DR,,LOT 13 BK 5 SEC 3 GREENBRIER,0
43B064000,290800,36592808,2204,BANBURY ST,,LOT 17 BK 5 SEC 3 GREENBRIER,0
43B066000,315900,36592809,2208,BANBURY ST,,LOT 19 BK 5 SEC 3 GREENBRIER,0
43B065000,300400,36592810,2206,BANBURY ST,,LOT 18 BK 5 SEC 3 GREENBRIER,0
42B086000,421000,36592811,1600,JAMESTOWN DR,,LOT 1 BK 4 SEC 2 GREENBRIER,0
42B081000,460100,36592812,1511,JAMESTOWN DR,,LOT 3A BK C S 3 SYLVANIA HILLS,0
42B082000,576800,36592813,1500,JAMESTOWN DR,,LOT 3 BK C SE 1 SYLVANIA HILLS,0
42B083000,411600,36592814,1407,LESTER DR,,LOT 2 BK C SE 1 SYLVANIA HILLS,0
42B084000,422300,36592815,1405,LESTER DR,,LOT 1 BK C SE 1 SYLVANIA HILLS,0
42B080000,410800,36592816,1411,LESTER DR,,LOT 4 & PARCEL Z BK C SEC 1,0
43B033000,406000,36592817,1281,KENWOOD LN,,LOT 13 BK A SEC 1 ARLINGTON HG,0
43B047000,384400,36592818,1317,LESTER DR,,LOT 27 BK A SEC 3 ARLINGTON HG,0
42B079000,366400,36592819,1413,LESTER DR,,LOT 5 BK C SE 1 SYLVANIA HILLS,0
43B046000,435100,36592820,1315,LESTER DR,,LOT 26 BK A SEC 3 ARLINGTON HG,0
43B031000,393100,36592821,1278,KENWOOD LN,,LOT 11 BK A SEC 1 ARLINGTON HG,0
43B045000,463200,36592822,1313,LESTER DR,,LOT 25 & AREA A BK A ARLINGTON,0
42B078000,402600,36592823,1415,LESTER DR,,LOT 6 BK C SE 1 SYLVANIA HILLS,0
43B044000,461700,36592824,1311,LESTER DR,,LOT 24 BK A SEC 2 ARLINGTON HG,0
42B077000,394000,36592825,1417,LESTER DR,,LOT 7 BK C SE 1 SYLVANIA HILLS,0
43B043000,533900,36592826,1309,LESTER DR,,LOT 23 BK A SEC 2 ARLINGTON HG,0
43B057000,382400,36592827,1406,LESTER DR,,LOT 4A BK C SEC 3 ARLINGTON HG,0
43B034000,352000,36592828,1283,KENWOOD LN,,LOT 14 BK A SEC 1 ARLINGTON HG,0
43B042000,398500,36592829,1307,LESTER DR,,LOT 22 BK A SEC 2 ARLINGTON HGTS,0
43B056000,392200,36592830,1404,LESTER DR,,LOT 3A-1 BK C SEC 3 ARLINGTON,0
43B035000,384000,36592831,1285,KENWOOD LN,,LOT 15 BK A SEC 1 ARLINGTON HG,0
43B030000,350700,36592832,1280,KENWOOD LN,,LOT 10 BK A SEC 1 ARLINGTON HG,0
43B007000,350100,36592833,1405,LEHIGH CIR,,LOT D LEHIGH,0
43B055000,376800,36592834,1402,LESTER DR,,LOT 2A BK C SEC 3 ARLINGTON HG,0
43B036000,585300,36592835,1287,KENWOOD LN,,LOT 16 BK A SEC 1 ARLINGTON HG,0
43B029000,365500,36592836,1282,KENWOOD LN,,LOT 9 BK A SEC 1 ARLINGTON HGT,0
43B006000,345300,36592837,1407,LEHIGH CIR,,LOT E LEHIGH,0
43B008000,393600,36592838,1403,LEHIGH CIR,,LOT C LEHIGH,0
43B041000,341100,36592839,1305,LESTER DR,,LOT 21 BK A SEC 2 ARLINGTON HG,0
43B028000,378000,36592840,1284,KENWOOD LN,,LOT 8 BK A SEC 1 ARLINGTON HGT,0
43B054000,319500,36592841,1400,LESTER DR,,LOT 1 BK C SEC 2 ARLINGTON HGT,0
43B037000,375100,36592842,1289,KENWOOD LN,,LOT 17 BK A SEC 1 ARLINGTON HG,0
43B005000,378200,36592843,1407,HOLLY RD,,LOT 8 HOLLYFIELD,0
43B009000,427600,36592844,1719,GALLOWAY DR,,LOT B REVISED LE HIGH,0
43B027000,356200,36592845,1286,KENWOOD LN,,LOT 7 BK A SEC 1 ARLINGTON HGT,0
43B004000,465500,36592846,1405,HOLLY RD,,LOT 7 HOLLYFIELD,0
43B010000,401200,36592847,1717,GALLOWAY DR,,LOT A LEHIGH,0
43B038000,342900,36592848,1291,KENWOOD LN,,LOT 18 BK A SEC 1 ARLINGTON HG,0
43B053000,406500,36592849,1310,LESTER DR,,LOT 6 BK B SEC 2 ARLINGTON HGT,0
43B026000,354400,36592850,1288,KENWOOD LN,,LOT 6 BK A SEC 1 ARLINGTON HGT,0
43B003000,462300,36592851,1403,HOLLY RD,,LOT 6 HOLLYFIELD,0
43B052000,522700,36592852,1308,LESTER DR,,LOT 5 BK B SEC 2 ARLINGTON HGT,0
43B040000,398600,36592853,1303,LESTER DR,,LOT 20 BK A SEC 2 ARLINGTON HG,0
43B002000,379900,36592854,1711,GALLOWAY DR,,LOT 5 HOLLYFIELD,0
43B025000,406300,36592855,1290,KENWOOD LN,,LOT 5 BK A SEC 1 ARLINGTON HGT,0
43B039000,458500,36592856,1301,LESTER DR,,LOT 19 BK A SEC 1 ARLINGTON HG,0
43B051000,422200,36592857,1306,LESTER DR,,LOT 4 BK B SEC 2 ARLINGTON HGT,0
43B001000,358100,36592858,1709,GALLOWAY DR,,LOT 4 HOLLYFIELD,0
43B011000,405500,36592859,1313,CARTER LN,,LOT 7 BK A CARTERTON,0
43B024000,355000,36592860,1292,KENWOOD LN,,LOT 4 BK A SEC 1 ARLINGTON HGT,0
43B012000,410200,36592861,1311,CARTER LN,,LOT 6 BK A CARTERTON,0
43B050000,395900,36592862,1304,LESTER DR,,LOT 3 BK B SEC 2 ARLINGTON HGT,0
43B013000,359400,36592863,1309,CARTER LN,,LOT 5 BK A CARTERTON,0
43B023000,319600,36592864,1294,KENWOOD LN,,LOT 3 BK A SEC 1 ARLINGTON HGT,0
43B049000,538800,36592865,1302,LESTER DR,,LOT 2 BK B SEC 2 ARLINGTON HGT,0
43B014000,451600,36592866,1307,CARTER LN,,LOT 4 BK A CARTERTON,0
43A019000,422800,36592867,1708,GALLOWAY DR,,LOT 16 BK B CARTERTON,0
