X,Y,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.4621409565908,38.0411512773958,10470605,,1016, ,LOCUST,AVE, ,LOCUST AVE,,1016 LOCUST AVE,105960
-78.4948102653185,38.0251271371709,10470606,,630, ,PROSPECT,AVE, ,PROSPECT AVE,A,630 PROSPECT AVE #A,105961
-78.4948102653185,38.0251271371709,10470607,,630, ,PROSPECT,AVE, ,PROSPECT AVE,B,630 PROSPECT AVE #B,105962
-78.4900298986915,38.0481185003268,10470608,,1632, ,OXFORD,RD, ,OXFORD RD,,1632 OXFORD RD,102371
-78.4901006494491,38.0481401685461,10470609,,1634, ,OXFORD,RD, ,OXFORD RD,,1634 OXFORD RD,102372
-78.5153688330708,38.0227717779073,10470610,,2409, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,,2409 JEFFERSON PARK AVE,102373
-78.495652169354,38.028928099203,10470611,,911, ,CHERRY,AVE, ,CHERRY AVE,,911 CHERRY AVE,102374
-78.4996511988334,38.0541629908495,10470612,,2118, ,BARRACKS,RD, ,EMMET ST N,,2118 BARRACKS RD,102375
-78.5039285396876,38.0164349334423,10470613,,119, ,LODGE CREEK,CIR, ,LODGE CREEK CIR,,119 LODGE CREEK CIR,102377
-78.4812711117247,38.024144379562,10470614,,600, ,BOLLING,AVE, ,BOLLING AVE,,600 BOLLING AVE,102378
-78.4765322072773,38.024032624647,10470615,,810, ,BELMONT,AVE, ,BELMONT AVE,,810 BELMONT AVE,102379
-78.4807856930323,38.0239228211817,10470616,,612, ,BOLLING,AVE, ,BOLLING AVE,,612 BOLLING AVE,102380
-78.476089043644,38.0237859045744,10470617,,824, ,BELMONT,AVE, ,BELMONT AVE,,824 BELMONT AVE,102381
-78.4996663293332,38.0541796747692,10470618,,2120, ,BARRACKS,RD, ,EMMET ST N,,2120 BARRACKS RD,102383
-78.4813027637558,38.0234668180629,10470619,,613, ,BLENHEIM,AVE, ,BLENHEIM AVE,,613 BLENHEIM AVE,102384
-78.4756256925019,38.0235715531389,10470620,,836, ,BELMONT,AVE, ,BELMONT AVE,UP,836 BELMONT AVE #UP,102385
-78.4808046387248,38.0232039128569,10470621,,628, ,BLENHEIM,AVE, ,BLENHEIM AVE,,628 BLENHEIM AVE,102386
-78.4805288005427,38.0395008487505,10470622,,1100, ,HARRIS,ST, ,HARRIS ST,,1100 HARRIS ST,102411
-78.4785703009969,38.0170797580911,10470623,,919,,STONEHENGE,AVE EXT,,STONEHENGE AVE EXT,,919 STONEHENGE AVE EXT,106261
-78.4842250576222,38.0381828767125,10470624,,907, ,ALBEMARLE,ST, ,ALBEMARLE ST,,907 ALBEMARLE ST,102413
-78.4685198733068,38.0281267842945,10470625,,1206,E,JEFFERSON,ST, ,E JEFFERSON ST,,1206 E JEFFERSON ST,102414
-78.4692919781887,38.0573133756178,10470626,,1286, ,KENWOOD,LN, ,KENWOOD LN,,1286 KENWOOD LN,102415
-78.4692601917034,38.0188107365028,10470627,,804, ,RIVES,ST, ,RIVES ST,,804 RIVES ST,102416
-78.468786112853,38.0188536917352,10470628,,1404, ,HAMPTON,ST, ,HAMPTON ST,,1404 HAMPTON ST,102417
-78.4697024097872,38.0562332700584,10470629,,1298, ,KENWOOD,LN, ,KENWOOD LN,,1298 KENWOOD LN,102418
-78.4723070476433,38.0556401545909,10470630,,1319, ,KENWOOD,LN, ,KENWOOD LN,,1319 KENWOOD LN,102419
-78.4725890573363,38.0556710360375,10470631,,1321, ,KENWOOD,LN, ,KENWOOD LN,,1321 KENWOOD LN,102420
-78.4702278372184,38.0556727399979,10470632,,1304, ,KENWOOD,LN, ,KENWOOD LN,,1304 KENWOOD LN,102421
-78.4719867371419,38.0552507157103,10470633,,1318, ,KENWOOD,LN, ,KENWOOD LN,,1318 KENWOOD LN,102422
-78.4569346975255,38.0448339014446,10470634,,1003, ,LOCUST,LN, ,LOCUST LN,,1003 LOCUST LN,102423
-78.4592942190307,38.0449439870681,10470635,,904, ,LOCUST,LN, ,LOCUST LN,,904 LOCUST LN,102424
-78.4556419769289,38.0446835789711,10470636,,1206, ,BLAND,CIR, ,BLAND CIR,,1206 BLAND CIR,102425
-78.4711430006097,38.0550440767525,10470637,,1312, ,KENWOOD,LN, ,KENWOOD LN,,1312 KENWOOD LN,102426
-78.4739508890163,38.0545901118163,10470638,,1419, ,GROVE,RD, ,GROVE RD,,1419 GROVE RD,102427
-78.4731730863207,38.0546094874442,10470639,,1409, ,GROVE,RD, ,GROVE RD,,1409 GROVE RD,102428
-78.4739560479517,38.0542114874277,10470640,,1420, ,GROVE,RD, ,GROVE RD,,1420 GROVE RD,102429
-78.4629820370142,38.0444045059949,10470641,,1024, ,HOLMES,AVE, ,HOLMES AVE,,1024 HOLMES AVE,102430
-78.5154675864747,38.0131043773736,10470642,,9, ,MOBILE,LN, ,MOBILE LN,,9 MOBILE LN,102431
-78.517124842989,38.0137728694271,10470643,,2729, ,MCELROY,DR, ,MCELROY DR,,2729 MCELROY DR,102432
-78.5181114948172,38.0131766969243,10470644,,2742, ,MCELROY,DR, ,MCELROY DR,,2742 MCELROY DR,102433
-78.5167291026255,38.0120825837846,10470645,,416, ,MOBILE,LN, ,MOBILE LN,,416 MOBILE LN,102434
-78.4984194737512,38.0255336506593,10470646,,1049, ,FOREST HILLS,AVE, ,FOREST HILLS AVE,,1049 FOREST HILLS AVE,102435
-78.5125588588148,38.0291902023863,10470647,,126, ,SHAMROCK,RD, ,SHAMROCK RD,1/2,126 SHAMROCK RD #1/2,102436
-78.4870321529323,38.0267659856166,10470648,,508, ,RIDGE,ST, ,RIDGE ST,B,508 RIDGE ST #B,102437
-78.4985253044776,38.0610741630538,10470649,,2303, ,ANGUS,RD, ,ANGUS RD,,2303 ANGUS RD,102438
-78.4573223462521,38.0447241090122,10470650,,1142, ,LOCUST,AVE, ,LOCUST AVE,,1142 LOCUST AVE,102439
-78.4789289842135,38.0168934129192,10470651,,914,,STONEHENGE,AVE EXT,,STONEHENGE AVE EXT,,914 STONEHENGE AVE EXT,106262
-78.4585742375238,38.0443583727121,10470652,,1129, ,LOCUST,AVE, ,LOCUST AVE,,1129 LOCUST AVE,102440
-78.4735217853652,38.054233989337,10470653,,1414, ,GROVE,RD, ,GROVE RD,,1414 GROVE RD,102441
-78.4560675217961,38.0444083301634,10470654,,1202, ,BLAND,CIR, ,BLAND CIR,,1202 BLAND CIR,102442
-78.5183109597001,38.013334922935,10470655,,2744, ,MCELROY,DR, ,MCELROY DR,,2744 MCELROY DR,102443
-78.4766218248116,38.0189010623018,10470656,,1000, ,ELLIOTT,AVE, ,ELLIOTT AVE,,1000 ELLIOTT AVE,105967
-78.4995557421183,38.0221932955822,10470657,,714, ,ROCK CREEK,RD, ,ROCK CREEK RD,,714 ROCK CREEK RD,105970
-78.4828352779284,38.0576780552137,10470658,,1623, ,ST ANNES,RD, ,ST ANNES RD,,1623 ST ANNES RD,105968
-78.516911315709,38.012059024261,10470659,,418, ,MOBILE,LN, ,MOBILE LN,,418 MOBILE LN,102444
-78.4693056751839,38.041185479127,10470660,,616, ,DAVIS,AVE, ,DAVIS AVE,,616 DAVIS AVE,105969
-78.4843536296228,38.0416789283537,10470661,,1103, ,ROSE HILL,DR, ,ROSE HILL DR,,1103 ROSE HILL DR,102445
-78.4943764808993,38.0306442820458,10470662,,214, ,9TH,ST,SW,9TH ST SW,,214 9TH ST SW,102446
-78.4833393026981,38.0212963168596,10470663,,601, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,601 ALTAVISTA AVE,102447
-78.4832224565684,38.0212212450918,10470664,,603, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,A,603 ALTAVISTA AVE #A,102448
-78.4832224565684,38.0212212450918,10470665,,603, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,B,603 ALTAVISTA AVE #B,102449
-78.4964327346621,38.0309468358023,10470666,,100, ,CRISPELL,DR, ,CRISPELL DR,,100 CRISPELL DR,102450
-78.4674581011655,38.0209967747552,10470667,,1404, ,SUNRISE PARK,LN, ,SUNRISE PARK LN,,1404 SUNRISE PARK LN,102451
-78.521440132276,38.0253741539249,10470668,,2509, ,PLATEAU,RD, ,PLATEAU RD,A,2509 PLATEAU RD #A,102452
-78.4940870688155,38.0308890887003,10470669,,864, ,ESTES,ST, ,ESTES ST,,864 ESTES ST,102453
-78.4673811494246,38.0209629161989,10470670,,1406, ,SUNRISE PARK,LN, ,SUNRISE PARK LN,,1406 SUNRISE PARK LN,102454
-78.4942427095021,38.0308544354498,10470671,,870, ,ESTES,ST, ,ESTES ST,,870 ESTES ST,102455
-78.461648390758,38.0256115503216,10470672,,1415, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1415 CHESAPEAKE ST,102148
-78.5120538964806,38.0237283617406,10470673,,211, ,RAYMOND,AVE, ,RAYMOND AVE,,211 RAYMOND AVE,102149
-78.4924977063183,38.0372322134453,10470674,,361, ,10TH,ST,NW,10TH ST NW,A,361 10TH ST NW #A,102150
-78.5109949101893,38.028207234631,10470675,,1819, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,304,1819 JEFFERSON PARK AVE #304,102151
-78.5119775432357,38.027519314993,10470676,,1909, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,5,1909 JEFFERSON PARK AVE #5,102152
-78.4778692365263,38.0298285853227,10470677,,513,E,MAIN,ST, ,E MAIN ST,,513 E MAIN ST,102153
-78.484008613824,38.0503309667093,10470678,,1608, ,DEL MAR,DR, ,DEL MAR DR,,1608 DEL MAR DR,102154
-78.4838630274473,38.0502029507215,10470679,,1606, ,DEL MAR,DR, ,DEL MAR DR,,1606 DEL MAR DR,102155
-78.4942951782086,38.0308425026621,10470680,,872, ,ESTES,ST, ,ESTES ST,,872 ESTES ST,102456
-78.5215216450865,38.0256302875865,10470681,,2511, ,PLATEAU,RD, ,PLATEAU RD,A,2511 PLATEAU RD #A,102457
-78.5215216450865,38.0256302875865,10470682,,2511, ,PLATEAU,RD, ,PLATEAU RD,B,2511 PLATEAU RD #B,102458
-78.4864487477995,38.0387711818364,10470683,,818, ,ROSE HILL,DR, ,HENRY AVE,,818 ROSE HILL DR,102459
-78.486181575075,38.0386172990017,10470684,,810, ,HENRY,AVE, ,HENRY AVE,100,810 HENRY AVE #100,102460
-78.486181575075,38.0386172990017,10470685,,810, ,HENRY,AVE, ,HENRY AVE,200,810 HENRY AVE #200,102461
-78.486181575075,38.0386172990017,10470686,,810, ,HENRY,AVE, ,HENRY AVE,201,810 HENRY AVE #201,102462
-78.5073976486742,38.0440417222415,10470687,,286, ,MASSIE,RD, ,MASSIE RD,,286 MASSIE RD,102463
-78.5077643442921,38.0157201123646,10470688,,130, ,HARRIS,RD, ,HARRIS RD,,130 HARRIS RD,102465
-78.5076541924662,38.0157502777421,10470689,,200, ,HARRIS,RD, ,HARRIS RD,,200 HARRIS RD,102466
-78.4955915488305,38.042905450303,10470690,,817, ,CABELL,AVE, ,CABELL AVE,A,817 CABELL AVE #A,102467
-78.4955915488305,38.042905450303,10470691,,817, ,CABELL,AVE, ,CABELL AVE,B,817 CABELL AVE #B,102468
-78.4811291044976,38.0345963833566,10470692,,117, ,ALTAMONT,CIR, ,ALTAMONT CIR,6,117 ALTAMONT CIR #6,102469
-78.521440132276,38.0253741539249,10470693,,2509, ,PLATEAU,RD, ,PLATEAU RD,B,2509 PLATEAU RD #B,102470
-78.4571962183078,38.0283560829335,10470694,,115, ,RIVERBLUFF,CIR, ,RIVERBLUFF CIR,,115 RIVERBLUFF CIR,102471
-78.5196665067267,38.0199031830387,10470695,,234, ,HUNTLEY,AVE, ,HUNTLEY AVE,,234 HUNTLEY AVE,102472
-78.5196817157653,38.0198167410989,10470696,,236, ,HUNTLEY,AVE, ,HUNTLEY AVE,,236 HUNTLEY AVE,102473
-78.4569336213509,38.0277936022836,10470697,,123, ,RIVERBLUFF,CIR, ,RIVERBLUFF CIR,,123 RIVERBLUFF CIR,102474
-78.4629569681569,38.0237482036655,10470698,,1520,E,MARKET,ST, ,E MARKET ST,101,1520 E MARKET ST #101,102475
-78.4629569681569,38.0237482036655,10470699,,1520,E,MARKET,ST, ,E MARKET ST,102,1520 E MARKET ST #102,102476
-78.4846090133081,38.0405018951071,10470700,,1002, ,ROSE HILL,DR, ,ROSE HILL DR,,1002 ROSE HILL DR,102477
-78.4959788495273,38.0221810122856,10470701,,782, ,PROSPECT,AVE, ,PROSPECT AVE,,782 PROSPECT AVE,102478
-78.4954585081886,38.0616112675444,10470702,,2210,,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,A,2210 NORTH BERKSHIRE RD #A,102479
-78.4954512814727,38.0615589995582,10470703,,2210,,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,B,2210 NORTH BERKSHIRE RD #B,102480
-78.4663996387087,38.0205408308286,10470704,,509, ,NASSAU,ST, ,NASSAU ST,,509 NASSAU ST,102481
-78.4664352910372,38.0204574753758,10470705,,511, ,NASSAU,ST, ,NASSAU ST,,511 NASSAU ST,102482
-78.4664513938153,38.0203442057603,10470706,,513, ,NASSAU,ST, ,NASSAU ST,,513 NASSAU ST,102483
-78.4590870726328,38.0493582547999,10470707,,424, ,NICHOLSON,ST, ,NICHOLSON ST, ,424 NICHOLSON ST,105988
-78.4598358009491,38.0493139951881,10470708,,408, ,NICHOLSON,ST, ,NICHOLSON ST, ,408 NICHOLSON ST,105987
-78.4601299821658,38.0490077293163,10470709,,562, ,LOCHLYN HILL,DR, ,LOCHLYN HILL DR, ,562 LOCHLYN HILL DR,106070
-78.4820723309188,38.0222829822942,10470710,,606, ,MONTROSE,AVE, ,MONTROSE AVE,B,606 MONTROSE AVE #B,105990
-78.5193203397803,38.0218717310056,10470711,,107, ,MORGAN,CT, ,MORGAN CT, ,107 MORGAN CT,106058
-78.4901986419707,38.0200525844379,10470712,,111, ,PAYNES MILL,RD, ,PAYNES MILL RD, ,111 PAYNES MILL RD,106059
-78.5028463652001,38.0150877679554,10470713,,507, ,HARRIS,RD, ,HARRIS RD,A,507 HARRIS RD #A,101683
-78.5098294501797,38.0185021114774,10470714,,2518, ,WILLARD,DR, ,WILLARD DR,A,2518 WILLARD DR #A,101684
-78.502636960122,38.015036273532,10470715,,509, ,HARRIS,RD, ,HARRIS RD,A,509 HARRIS RD #A,101685
-78.5030546795468,38.0151369935241,10470716,,505, ,HARRIS,RD, ,HARRIS RD,B,505 HARRIS RD #B,101686
-78.5059438786901,38.0487784230963,10470717,,1980, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,B,1980 ARLINGTON BLVD #B,101687
-78.5068750509396,38.0241474580015,10470718,,1600, ,MULBERRY,AVE, ,MULBERRY AVE,A,1600 MULBERRY AVE #A,101688
-78.4804433528643,38.0342015444052,10470719,,411, ,ALTAMONT,CIR, ,ALTAMONT CIR,,411 ALTAMONT CIR,101689
-78.4610957388827,38.048066666724,10470720,,1226, ,HOLMES,AVE, ,HOLMES AVE,B,1226 HOLMES AVE #B,101299
-78.4694988097085,38.0451053525992,10470721,,1206, ,CUTLER,LN, ,CUTLER LN,B,1206 CUTLER LN #B,101300
-78.5072529785315,38.0506746428624,10470722,,2401, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,65,2401 ARLINGTON BLVD #65,101301
-78.5091276519673,38.028761782501,10470723,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,66,1800 JEFFERSON PARK AVE #66,101302
-78.4595925946486,38.0241023513659,10470724,,207, ,RIVERVIEW,AVE, ,RIVERVIEW AVE,,207 RIVERVIEW AVE,101303
-78.4840787469764,38.0387456025065,10470725,,705, ,CONCORD,AVE, ,CONCORD AVE,,705 CONCORD AVE,101304
-78.4699611258542,38.0287595239587,10470726,,1124,E,JEFFERSON,ST, ,E JEFFERSON ST,,1124 E JEFFERSON ST,101305
-78.4780878888271,38.0262722825566,10470727,,415, ,AVON,ST, ,AVON ST,,415 AVON ST,101306
-78.4959185184631,38.0541365755584,10470728,,1404, ,MEADOWBROOK,RD, ,MEADOWBROOK RD,,1404 MEADOWBROOK RD,101548
-78.4887103767247,38.0537850556138,10470729,,1372, ,HILLTOP,RD, ,HILLTOP RD,,1372 HILLTOP RD,101549
-78.4576014404827,38.0399416887648,10470730,,1220, ,SMITH,ST, ,SMITH ST,H,1220 SMITH ST #H,101550
-78.4983659760037,38.0351012377278,10470731,,218, ,14TH,ST,NW,14TH ST NW,109,218 14TH ST NW #109,101551
-78.4981622492444,38.0357603403934,10470732,,224, ,14TH,ST,NW,14TH ST NW,602,224 14TH ST NW #602,101552
-78.4773425482004,38.0311026347328,10470733,,100, ,COURT,SQ, ,COURT SQ,4,100 COURT SQ #4,101553
-78.4626779688448,38.0280930017898,10470734,,408, ,FAIRWAY,AVE, ,FAIRWAY AVE,A,408 FAIRWAY AVE #A,101554
-78.4757264443973,38.023962332572,10470735,,829, ,BELMONT,AVE, ,BELMONT AVE,4,829 BELMONT AVE #4,101555
-78.4780932748794,38.0295412314058,10470736,,520,E,MAIN,ST, ,E MAIN ST,5,520 E MAIN ST #5,101699
-78.4768036051837,38.0352595621315,10470737,,232, ,WINE,ST, ,WINE ST,B,232 WINE ST #B,101700
-78.4787102300373,38.0397854171078,10470738,,1242, ,HARRIS,ST, ,HARRIS ST,,1242 HARRIS ST,101701
-78.4670704085559,38.0415471331948,10470739,,922, ,MARSHALL,ST, ,MARSHALL ST,,922 MARSHALL ST,101702
-78.4603538663707,38.0338293412773,10470740,,1530,E,HIGH,ST, ,E HIGH ST,,1530 E HIGH ST,101703
-78.4736740920232,38.0137598693817,10470741,,1710, ,MONTICELLO,RD, ,MONTICELLO RD,,1710 MONTICELLO RD,101704
-78.5072529785315,38.0506746428624,10470742,,2401, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,43,2401 ARLINGTON BLVD #43,101705
-78.4970377564706,38.0411568231094,10470743,,606, ,CABELL,AVE, ,CABELL AVE,F,606 CABELL AVE #F,101706
-78.4970250151641,38.0411827122534,10470744,,608, ,CABELL,AVE, ,CABELL AVE,F,608 CABELL AVE #F,101707
-78.5027861216929,38.0309207453107,10470745,,428, ,MONROE,LN, ,MONROE LN,210,428 MONROE LN #210,101708
-78.4713026224372,38.0407515361456,10470746,,600, ,WATSON,AVE, ,WATSON AVE,A,600 WATSON AVE #A,101709
-78.4906190997465,38.0236751714845,10470747,,719, ,RIDGE,ST, ,RIDGE ST,1,719 RIDGE ST #1,101710
-78.5028007128354,38.0275076795126,10470748,,403, ,PATON,ST, ,PATON ST,A,403 PATON ST #A,101711
-78.4954310151237,38.0609607159857,10470749,,2206, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,4,2206 NORTH BERKSHIRE RD #4,101712
-78.4994772147322,38.049369952838,10470750,,1885, ,WESTVIEW,RD, ,WESTVIEW RD,,1885 WESTVIEW RD,101713
-78.4947767092746,38.0426268534273,10470751,,816, ,CABELL,AVE, ,CABELL AVE,F,816 CABELL AVE #F,101714
-78.4913323155439,38.0207187311396,10470752,,126,,PAYNES MILL,RD,,PAYNES MILL RD,,126 PAYNES MILL RD,106390
-78.4772237133886,38.0360869993792,10470753,,614,,WINE CELLAR,CIR,,WINE CELLAR CIR,B,614 WINE CELLAR CIR #B,106391
-78.4724729163491,38.0274732504023,10470754,,1033,E,WATER,ST,,E WATER ST,,1033 E WATER ST,106392
-78.4820527944715,38.0125972542752,10470755,,1633, ,MERIDIAN,ST, ,MERIDIAN ST,A,1633 MERIDIAN ST #A,101717
-78.4820527944715,38.0125972542752,10470756,,1633, ,MERIDIAN,ST, ,MERIDIAN ST,B,1633 MERIDIAN ST #B,101718
-78.4863879660173,38.0214037855967,10470757,,928, ,1ST,ST,S,1ST ST S,D,928 1ST ST S #D,101719
-78.4966257286837,38.0376248376569,10470758,,409, ,13TH,ST,NW,13TH ST NW,F,409 13TH ST NW #F,101720
-78.4966257286837,38.0376248376569,10470759,,409, ,13TH,ST,NW,13TH ST NW,1F,409 13TH ST NW #1F,101721
-78.4997345094462,38.0360501308044,10470760,,201, ,15TH,ST,NW,15TH ST NW,4A,201 15TH ST NW #4A,101722
-78.5016594526827,38.0514757120946,10470761,,1101, ,EMMET,ST,N,EMMET ST N,,1101 EMMET ST N,105749
-78.5020713746924,38.0516854664861,10470762,,1119, ,EMMET,ST,N,EMMET ST N,,1119 EMMET ST N,105750
-78.5024194892847,38.0513661722485,10470763,,1035, ,EMMET,ST,N,EMMET ST N,A,1035 EMMET ST N #A,105751
-78.5016893881491,38.0498211182641,10470764,,1001, ,EMMET,ST,N,EMMET ST N,,1001 EMMET ST N,105752
-78.491501567756,38.0599866312653,10470765,,1904, ,EMMET,ST,N,EMMET ST N,,1904 EMMET ST N,105753
-78.4997988177116,38.0255478107148,10470766,,1103, ,FOREST HILLS,AVE, ,FOREST HILLS AVE,,1103 FOREST HILLS AVE,101723
-78.4950821876938,38.0205905268882,10470767,,1005, ,5TH,ST,SW,5TH ST SW,,1005 5TH ST SW,101724
-78.478188264894,38.0407463531247,10470768,,1716, ,ALLIED,ST, ,ALLIED ST,,1716 ALLIED ST,101725
-78.47997733909,38.0401081516093,10470769,,1220, ,HARRIS,ST, ,HARRIS ST,,1220 HARRIS ST,101726
-78.4847462833151,38.0482976499338,10470770,,1314, ,OXFORD,PL, ,OXFORD PL,,1314 OXFORD PL,101736
-78.5142734444339,38.0395947163999,10470771,,306, ,ALDERMAN,RD, ,ALDERMAN RD,,306 ALDERMAN RD,101737
-78.510565774801,38.0396023419489,10470772,,214, ,CAMERON,LN, ,CAMERON LN,,214 CAMERON LN,101738
-78.5011792022475,38.024567961844,10470773,,108, ,LAUREL,CIR, ,LAUREL CIR,,108 LAUREL CIR,101739
-78.4972555326869,38.0211557987214,10470774,,807, ,PROSPECT,AVE, ,PROSPECT AVE,,807 PROSPECT AVE,101740
-78.4749951791679,38.0245612826776,10470775,,421, ,MONTICELLO,RD, ,MONTICELLO RD,,421 MONTICELLO RD,101741
-78.4542171349273,38.0256689328642,10470776,,340, ,RIVERSIDE,AVE, ,RIVERSIDE AVE,,340 RIVERSIDE AVE,101742
-78.4887474014721,38.0352302932604,10470777,,724, ,WEST,ST, ,WEST ST,,724 WEST ST,101743
-78.4675576722814,38.0282701765889,10470778,,303, ,13TH,ST,NE,13TH ST NE,,303 13TH ST NE,101744
-78.4682726123026,38.028316999226,10470779,,300, ,12TH,ST,NE,12TH ST NE,,300 12TH ST NE,101745
-78.4706448690173,38.0243587642533,10470780,,305, ,CHESTNUT,ST, ,CHESTNUT ST,,305 CHESTNUT ST,101746
-78.4623949398576,38.0266575093072,10470781,,1400, ,SHORT 18TH,ST, ,SHORT 18TH ST,,1400 SHORT 18TH ST,101747
-78.4972288608089,38.0291123768991,10470782,,1000, ,KING,ST, ,KING ST,,1000 KING ST,101748
-78.4987042643921,38.0290409730142,10470783,,1021, ,KING,ST, ,KING ST,,1021 KING ST,101749
-78.5184320635409,38.0144843865636,10470784,,2745, ,MCELROY,DR, ,MCELROY DR,,2745 MCELROY DR,101750
-78.4830908457522,38.0380370296576,10470785,,601, ,CONCORD,AVE, ,CONCORD AVE,B,601 CONCORD AVE #B,101751
-78.495057937501,38.0276627378093,10470786,,506, ,9TH,ST,SW,9TH ST SW,,506 9TH ST SW,101752
-78.4935879488723,38.0310443921857,10470787,,845, ,ESTES,ST, ,ESTES ST,,845 ESTES ST,101753
-78.4789491249114,38.0297618400346,10470788,,414,E,MAIN,ST, ,E MAIN ST,,414 E MAIN ST,101754
-78.4804710532426,38.0308742807104,10470789,,108, ,2ND,ST,NE,2ND ST NE,,108 2ND ST NE,101755
-78.4798517884362,38.0300003948262,10470790,,306,E,MAIN,ST, ,E MAIN ST,,306 E MAIN ST,101756
-78.4670486618633,38.0411371012756,10470791,,918, ,MARSHALL,ST, ,MARSHALL ST,,918 MARSHALL ST,101757
-78.4706437826216,38.0237384516878,10470792,,312, ,CHESTNUT,ST, ,CHESTNUT ST,,312 CHESTNUT ST,101758
-78.4720594333981,38.0423373546725,10470793,,1025, ,PARK,ST, ,PARK ST,,1025 PARK ST,101759
-78.4579611824477,38.0405139384698,10470794,,1216, ,SMITH,ST, ,SMITH ST,,1216 SMITH ST,101760
-78.4620515909011,38.0396122169911,10470795,,1105, ,CALHOUN,ST, ,CALHOUN ST,,1105 CALHOUN ST,101761
-78.4857686636154,38.049041106198,10470796,,1314, ,WELLFORD,ST, ,WELLFORD ST,,1314 WELLFORD ST,101762
-78.4641056329581,38.0381910000478,10470797,,910, ,MARTIN,ST, ,MARTIN ST,,910 MARTIN ST,101763
-78.4590580483205,38.0380199654175,10470798,,1004, ,COLEMAN,ST, ,COLEMAN ST,,1004 COLEMAN ST,101764
-78.4599635302111,38.0372467183025,10470799,,926, ,COLEMAN,ST, ,COLEMAN ST,,926 COLEMAN ST,101765
-78.459820649182,38.0423188589994,10470800,,1009, ,SMITH,ST, ,SMITH ST,,1009 SMITH ST,101766
-78.4596618733187,38.0421998880281,10470801,,1011, ,SMITH,ST, ,SMITH ST,,1011 SMITH ST,101767
-78.4924728871031,38.0517504162084,10470802,,1925, ,BLUE RIDGE,RD, ,BLUE RIDGE RD,,1925 BLUE RIDGE RD,101768
-78.5011225763397,38.0211739054448,10470803,,108, ,ELKHORN,RD, ,ELKHORN RD,,108 ELKHORN RD,101769
-78.5031963335976,38.0208752796313,10470804,,704, ,SHAMROCK,RD, ,SHAMROCK RD,,704 SHAMROCK RD,101770
-78.5046708103819,38.0208237949421,10470805,,1609, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1609 TRAILRIDGE RD,101771
-78.51453965927,38.022882070221,10470806,,2406, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,,2406 JEFFERSON PARK AVE,101773
-78.5111867903898,38.0154024864397,10470807,,2727, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,,2727 JEFFERSON PARK AVE,106430
-78.5175749152561,38.0255700015956,10470808,,2312, ,FONTAINE,AVE, ,FONTAINE AVE,,2312 FONTAINE AVE,101774
-78.5063037482549,38.0302839813903,10470809,,3, ,GILDERSLEEVE WOOD, , ,GILDERSLEEVE WOOD,,3 GILDERSLEEVE WOOD,101775
-78.5016291935797,38.0267509767572,10470810,,1341, ,FRANCIS FIFE,WAY, ,FRANCIS FIFE WAY,,1341 FRANCIS FIFE WAY,101776
-78.5048442171271,38.0201722500499,10470811,,1614, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1614 TRAILRIDGE RD,101777
-78.5042376898149,38.0199870994724,10470812,,105, ,VILLAGE,CT, ,VILLAGE CT,,105 VILLAGE CT,101778
-78.5023262944734,38.0198945242408,10470813,,715, ,VILLAGE,RD, ,VILLAGE RD,,715 VILLAGE RD,101779
-78.4796143815083,38.0424711076933,10470814,,113, ,BIRDWOOD,CT, ,BIRDWOOD CT,,113 BIRDWOOD CT,101780
-78.4959956056032,38.0585164791607,10470815,,1615, ,EMMET,ST,N,EMMET ST N,,1615 EMMET ST N,105754
-78.4802900127962,38.0348769261562,10470816,,511,,1ST,ST,N,1ST ST N,207,511 1ST ST N #207,105523
-78.5189829661622,38.0266581304902,10470817,,109, ,PIEDMONT,AVE,N,PIEDMONT AVE N,B,109 PIEDMONT AVE N #B,105524
-78.4926042020567,38.0363606365471,10470818,,336, ,10TH,ST,NW,10TH ST NW,A,336 10TH ST NW #A,105525
-78.4997764662809,38.0517184448568,10470819,,1136, ,EMMET,ST,N,EMMET ST N,A,1136 EMMET ST N #A,105526
