RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
194,030036000,1620,HARDWOOD AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1952,7,3,0,2,1,1414,0,Full Basement,Wood,1.00,1414
195,030037000,1624,HARDWOOD AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1953,6,4,1,1,0,1205,200,Full Basement,Asbestos,1.00,1205
196,030038000,1630,HARDWOOD AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1954,5,2,0,1,0,1296,0,Full Basement,Brick Veneer,1.00,1296
197,030039000,1143,KENSINGTON AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1953,8,3,0,2,0,1466,1466,Full Basement,Wood,1.00,1466
199,030041000,1151,KENSINGTON AVE,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Heat Pump,2,1955,10,4,0,4,0,1380,1380,Full Basement,Hardy Board,1.75,2624
200,030042000,1155,KENSINGTON AVE,,Single Family,1.5 Story,B +,Shingles,Hardwood,Heat Pump,1,1954,8,3,0,2,0,914,225,Full Basement,Brick Veneer,1.66,1517
202,030044000,1163,KENSINGTON AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1953,6,2,0,2,0,1090,0,Full Basement,Wood,1.00,1402
203,030045000,1698,RUGBY AVE,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1952,9,3,1,2,0,1314,616,Partial Basement,Brick Veneer,2.00,2731
204,030045100,1165,KENSINGTON AVE,,Single Family,1 Story,B,Metal,Hardwood,Forced Air,0,1947,6,1,0,2,1,846,566,Partial Basement,Concrete Block,1.00,972
205,030046000,1700,RUGBY AVE,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,1,1938,10,4,1,3,0,800,0,Partial Basement,Brick Veneer,2.00,2656
206,030047000,1702,RUGBY AVE,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1938,7,3,1,2,0,823,0,Partial Basement,Brick Veneer,2.00,1712
207,030048000,1706,RUGBY AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Heat Pump,1,1939,7,4,2,1,1,799,,Full Basement,Brick Veneer,1.50,1331
209,030050000,1710,RUGBY AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1937,8,3,0,2,0,1014,830,Full Basement,Wood,1.00,1014
210,030051000,1718,RUGBY AVE,,Single Family,1.5 Story,B,Metal,Hardwood,Forced Air,1,1935,8,5,1,2,0,,,No Basement,Wood,1.50,2642
211,030052000,1006,RUGBY RD,,Single Family,2 Story,B++,Metal,Hardwood,Forced Air,3,1916,10,5,2,3,0,754,754,Partial Basement,Stucco,2.00,2976
212,030052100,1004,RUGBY RD,,Single Family,1 Story,B +,Metal,Hardwood,Hot Water Radiator,1,1932,5,1,0,3,0,330,330,Partial Basement,Stucco,1.00,1147
214,030054000,1222,PRESTON AVE,,Single Family,1 Story,D,Shingles,Hardwood,Floor Furnace,0,1925,4,2,0,1,0,749,,Full Basement,Aluminum,1.00,749
216,030056000,1218,PRESTON AVE,,Single Family,2 Story,C,Metal,Hardwood,Floor Furnace,0,1910,7,4,0,1,0,394,,Partial Basement,Clapboard,2.00,1352
219,030059000,1214,PRESTON AVE,,Single Family,1 Story,C,N/A,Other,Forced Air,1,1949,5,2,0,1,0,518,260,Partial Basement,Concrete Block,1.00,905
223,030060100,1609,CABELL AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,0,2000,6,3,1,2,0,,,No Basement,Hardy Board,2.0,2039
224,030060101,117,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,1997,7,3,1,2,0,,,No Basement,Hardy Board,2.50,1930
225,030060110,119,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,W/W Carpet,Forced Air,0,1998,6,3,1,2,0,,,No Basement,Hardy Board,2.75,2601
226,030060120,121,ROBINSON WOODS,,Single Family,2 Story,B,Architectural Shingles,W/W Carpet,Heat Pump,1,2000,8,5,0,4,0,,,No Basement,Hardy Board,2.00,3296
227,030060130,123,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,1,1999,8,4,1,3,0,,,No Basement,Hardy Board,2.66,2587
228,030060140,125,ROBINSON WOODS,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1999,7,4,1,2,0,,,No Basement,Hardy Board,2.00,2988
229,030060150,112,ROBINSON WOODS,,Single Family,2.5 Story,B +,Architectural Shingles,Hardwood,Heat Pump,2,2000,10,4,1,3,0,912,850,Full Basement,Hardy Board,2.50,2280
230,030060160,110,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2000,8,4,1,3,0,1024,1024,Full Basement,Hardy Board,2.50,2560
231,030060170,108,ROBINSON WOODS,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2000,9,4,1,3,1,1024,736,Full Basement,Hardy Board,1.50,1552
232,030060180,106,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2000,9,4,1,3,0,1064,,Full Basement,Hardy Board,2.50,2684
233,030060190,104,ROBINSON WOODS,,Single Family,1.5 Story,B,Shingles,Hardwood,Heat Pump,0,2001,6,3,1,3,0,1024,676,Full Basement,Masonite,1.75,1808
234,030060200,101,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,0,2000,7,4,1,3,0,,,No Basement,Masonite,2.50,2225
235,030060201,102,ROBINSON WOODS,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Heat Pump,0,2001,6,3,1,2,0,1024,,Full Basement,Masonite,2.5,2560
236,030060210,100,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,0,2001,6,3,1,3,0,,,No Basement,Masonite,2.50,2258
237,030060300,103,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,1999,8,4,1,3,0,,,No Basement,Hardy Board,2.50,2421
238,030060400,105,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,0,2000,8,4,1,3,0,,,No Basement,Masonite,2.5,2520
239,030060500,107,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,0,2000,7,3,1,2,0,,,No Basement,Masonite,2.50,2529
240,030060600,109,ROBINSON WOODS,,Single Family,2.5 Story,B -,Shingles,Hardwood,Heat Pump,0,2004,13,4,1,5,0,1438,,Partial Basement,Wood,2.50,3734
241,030060700,111,ROBINSON WOODS,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2006,14,6,2,5,0,1620,1610,Full Basement,Hardy Board,2.66,4644
242,030060800,113,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,0,1998,9,4,1,3,0,,,No Basement,Wood,2.50,2251
243,030060900,115,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,1998,9,4,1,3,0,,,No Basement,Wood,2.50,2150
244,030065000,1208,PRESTON AVE,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1957,6,3,0,2,1,1436,597,Full Basement,Brick Veneer,1.00,1436
245,030066000,1204,PRESTON AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Baseboard,2,1970,7,3,0,3,1,1099,471,Full Basement,Brick Veneer,1.50,1178
246,030067000,1202,PRESTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1958,5,2,0,1,0,877,360,Full Basement,Aluminum,1.00,898
247,030067100,1605,CABELL AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1963,8,4,0,2,0,1232,1008,Full Basement,Brick Veneer,1.00,1232
248,030067200,1607,CABELL AVE,,Single Family,2.5 Story,B,Shingles,None,Heat Pump,0,2001,6,3,1,3,0,,,No Basement,Masonite,2.50,2368
256,030074000,107,BARBOUR DR,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1970,4,2,0,1,0,0,0,No Basement,Wood,1.00,924
261,030079000,1614,CABELL AVE,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,2015,7,3,1,2,No dat,,,No Basement,Hardy Board,2,2416
263,030080100,101,AMHERST CMN,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,2,1999,7,3,0,4,0,1096,762,Full Basement,Wood,2.00,2192
264,030080101,119,AMHERST CMN,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,1,1998,6,3,1,2,0,,,No Basement,Wood,2.00,1834
265,030080110,121,AMHERST CMN,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1999,8,4,0,3,0,,,No Basement,Wood,1.75,1701
266,030080200,103,AMHERST CMN,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,0,1999,7,3,1,3,0,1074,644,Full Basement,Wood,2.00,2148
267,030080300,105,AMHERST CMN,,Single Family,2 Story,B,Shingles,W/W Carpet,Forced Air,1,1998,8,4,1,3,0,,,No Basement,Hardy Board,2.50,2124
268,030080400,107,AMHERST CMN,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,1,1998,9,4,1,3,0,925,925,Full Basement,Wood,2.00,1850
269,030080500,109,AMHERST CMN,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1998,6,3,1,2,1,1004,,Full Basement,Wood,1.75,1784
270,030080600,111,AMHERST CMN,,Single Family,2.5 Story,B,Shingles,W/W Carpet,Heat Pump,0,1998,6,3,1,2,0,,,No Basement,Wood,2.50,2064
271,030080700,113,AMHERST CMN,,Single Family,1.5 Story,B,Shingles,W/W Carpet,Forced Air,0,1998,7,4,1,2,0,,,No Basement,Vinyl,1.50,1665
272,030080800,115,AMHERST CMN,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,1,1997,8,4,1,3,0,,,No Basement,Wood,2.50,2336
273,030080900,117,AMHERST CMN,,Single Family,2 Story,B +,Shingles,Hardwood,Heat Pump,1,1998,6,3,1,2,0,,,No Basement,Wood,2.00,1820
274,030081000,1114,PRESTON AVE,,Single Family,Split-Foyer,C,Shingles,Other,Forced Air,0,1972,5,3,0,1,0,1118,470,Full Basement,Brick Veneer,1.00,1118
277,030090000,1108,PRESTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,2011,6,3,0,2,0,,,No Basement,Vinyl,1.00,1003
278,030090100,1110,PRESTON AVE,,Single Family,1 Sty No Bsmt,D,Shingles,Tile,Baseboard,0,1920,3,1,0,1,0,,,No Basement,Stucco,1.00,480
279,030091000,1112,PRESTON AVE,,Single Family,1 Story,D,Shingles,None,Forced Air,0,1925,6,3,0,1,0,,,No Basement,Aluminum,1.00,1361
280,030093000,1104,PRESTON AVE,,Single Family,Split-Foyer,C,Shingles,Hardwood,Forced Air,1,1963,6,3,0,2,0,1107,600,Full Basement,Brick Veneer,1.00,1107
282,030093200,1102,PRESTON AVE,A&B,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,0,1959,5,3,0,1,0,970,,Full Basement,Brick Veneer,1.00,970
285,030096100,225,ROSSER AVE E,,Single Family,2 Sty No Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,2007,7,3,1,2,0,,,No Basement,Hardy Board,2.00,1672
286,030097000,227,ROSSER AVE E,,Single Family,2 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1925,6,3,0,2,0,210,,Cellar,Asbestos,2.00,1456
287,030098000,228,ROSSER AVE E,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1940,4,2,0,1,0,675,0,Full Basement,Aluminum,1.00,675
288,030099000,229,ROSSER AVE E,,Single Family,1 Story,D,Shingles,Hardwood,Heat Pump,0,1925,4,2,0,1,0,0,0,No Basement,Aluminum,1.00,662
289,030100000,208,ROSSER AVE E,,Single Family,1 Story,D,Shingles,Hardwood,Floor Furnace,0,1925,4,2,0,1,0,0,0,No Basement,Asbestos,1.00,679
291,030102000,214,ROSSER AVE E,,Single Family,1 Story,C,Shingles,Other,Forced Air,0,1925,6,3,0,1,0,0,0,No Basement,Aluminum,1.00,843
294,030104000,218,ROSSER AVE E,,Single Family,1 Story,C,Shingles,W/W Carpet,Forced Air,0,1941,4,2,0,1,0,,,No Basement,Aluminum,1.00,544
295,030105000,1113,ROSSER AVE E,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1940,5,2,0,1,0,0,0,No Basement,Aluminum,1.00,841
296,030106000,1111,ROSSER AVE E,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1942,5,3,0,1,0,0,0,No Basement,Concrete Block,1.00,904
297,030108000,1201,ROSSER AVE E,,Single Family,1 Story,D,Shingles,None,Forced Air,0,1957,5,0,0,1,0,538,0,Partial Basement,Concrete Block,1.00,871
298,030109000,703,12TH ST NW,,Single Family,1.5 Story,C +,Architectural Shingles,W/W Carpet,Forced Air,0,1959,6,3,0,2,0,395,,Partial Basement,Concrete Block,1.50,1229
299,030110000,705,12TH ST NW,,Single Family,2 Story,C,Shingles,Tile,Forced Air,0,1959,5,3,0,2,0,0,0,No Basement,Aluminum,2.00,1434
300,030111000,704,12TH ST NW,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1959,4,2,0,1,0,780,,Full Basement,Concrete Block,1.00,780
303,030114000,712,12TH ST NW,,Single Family,1 Story,C,Roll,Other,Heat Pump,0,1925,4,2,0,1,0,0,0,No Basement,Aluminum,1.00,919
304,030124000,1105,PRESTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1962,5,2,0,2,0,1512,600,Full Basement,Aluminum,1.00,1512
305,030127000,1109,PRESTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1955,5,2,0,1,0,230,,No Basement,Stucco,1.00,1120
307,030136000,936,HEMLOCK LN,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1946,4,2,0,1,0,,,No Basement,Concrete Block,1.00,918
308,030137000,932,HEMLOCK LN,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1946,4,2,0,1,0,0,0,No Basement,Concrete Block,1.00,921
309,030138000,930,HEMLOCK LN,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1946,4,2,0,1,0,,,No Basement,Concrete Block,1.00,900
310,030139000,928,RUGBY RD,,Single Family,2.5 Story,A,Slate,Hardwood,Forced Air,4,1923,12,4,1,5,0,2273,1368,Full Basement,Brick Veneer,2.50,4478
312,030140000,931,HEMLOCK LN,,Single Family,1 Sty No Bsmt,C +,Architectural Shingles,Hardwood,Heat Pump,0,1946,5,2,0,1,0,,,No Basement,Concrete Block,1.00,1104
313,030141000,933,HEMLOCK LN,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1946,4,2,0,1,0,,,No Basement,Concrete Block,1.00,925
314,030142000,935,HEMLOCK LN,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1946,7,4,0,2,0,,,No Basement,Concrete Block,1.00,1236
315,030143000,937,HEMLOCK LN,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1946,4,2,0,1,0,0,0,No Basement,Concrete Block,1.00,910
316,030144000,936,RUGBY RD,,Single Family,2 Sty Transitional,A -,Shingles,Hardwood,Forced Air,5,1920,14,6,1,5,0,937,937,Partial Basement,Stucco,2.00,5306
317,040002000,606,14TH ST NW,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1920,10,6,0,2,0,633,,Partial Basement,Stucco,1.75,1914
318,040003000,604,14TH ST NW,,Single Family,1 Story,B,Metal,Hardwood,Hot Water Radiator,1,1930,7,5,0,2,0,598,0,Partial Basement,Stucco,1.00,1544
319,040004000,600,14TH ST NW,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1930,8,4,0,1,0,783,0,Partial Basement,Brick Veneer,2.00,1628
320,040005000,1305,GRADY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1923,5,3,0,2,0,0,0,No Basement,Stucco,1.00,1397
322,040007000,1301,GRADY AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1966,6,4,0,2,0,0,0,No Basement,Aluminum,1.50,1540
323,040007100,605,13TH ST NW,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,5,2,0,1,0,953,900,Full Basement,Vinyl,1.00,950
324,040008000,603,13TH ST NW,,Single Family,2 Story,C +,Shingles,Hardwood,Heat Pump,0,1920,6,3,0,1,0,,,No Basement,Stucco,2.00,1275
325,040009000,609,13TH ST NW,,Single Family,1.5 Story,D,Shingles,Hardwood,Gas Wall Unit,0,1920,6,3,0,1,0,0,0,No Basement,Wood,1.50,1192
327,040012000,604,13TH ST NW,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1900,5,2,0,2,0,,,No Basement,Stucco,1.00,1418
328,040013000,602,13TH ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Hot Water Radiator,0,1920,6,3,1,1,0,0,0,No Basement,Aluminum,2.00,1458
329,040014000,1215,GRADY AVE,,Single Family,1 Story,D,Shingles,Hardwood,Gravity,0,1920,6,2,0,1,0,0,0,No Basement,Aluminum,1.00,1052
330,040014100,1209,GRADY AVE,,Single Family,1.5 Story,C,Architectural Shingles,W/W Carpet,Forced Air,0,2002,7,3,1,2,0,,,No Basement,Hardy Board,1.50,1440
331,040016000,1205,GRADY AVE,,Single Family,2 Story,C,Shingles,Hardwood,Floor Furnace,0,1920,6,3,0,1,0,,,No Basement,Aluminum,2.00,1444
332,040017000,1202,ROSSER AVE E,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1948,5,2,0,1,0,290,0,Partial Basement,Concrete Block,1.50,870
333,040018000,1203,GRADY AVE,,Single Family,2 Story,C,Metal,None,Forced Air,0,1925,5,2,0,1,0,,,No Basement,Stucco,2.00,2040
334,040018000,1203,GRADY AVE,,Single Family,1 Story,C,Shingles,None,Forced Air,0,1925,3,1,0,1,0,,,No Basement,Concrete Block,1.00,446
335,040018000,1203,GRADY AVE,,Single Family,1 Story,C,Shingles,None,Forced Air,0,1925,4,2,0,1,0,,,No Basement,Concrete Block,1.00,531
336,040018000,1203,GRADY AVE,,Single Family,1 Story,D,Shingles,None,Forced Air,0,1925,4,2,0,1,0,,,No Basement,Concrete Block,1.00,600
339,040020000,1105,GRADY AVE,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,1,1952,6,2,0,1,0,1295,648,Partial Basement,Brick Veneer,1.00,1535
340,040021000,1101,GRADY AVE,,Single Family,2 Story,C,Shingles,Hardwood,Floor Furnace,1,1940,6,3,0,1,0,0,0,No Basement,Stucco,2.00,1239
341,040022000,1104,ROSSER AVE E,,Single Family,1 Story,D,Metal,Hardwood,Forced Air,1,1953,6,3,0,1,0,132,0,Partial Basement,Concrete Block,1.00,1474
342,040023000,521,11TH ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Forced Air,0,1920,12,6,0,3,0,686,,Partial Basement,Stucco,2.00,1497
343,040023000,521,11TH ST NW,,Single Family,1 Story,D,Shingles,None,Gravity,0,1952,3,1,0,1,0,,,No Basement,Concrete Block,1.00,640
345,040025000,607,11TH ST NW,,Single Family,1 Story,C,Slate,Hardwood,Baseboard,1,1975,6,2,0,1,0,,,No Basement,Vinyl,1.00,940
347,040027000,605,11TH ST NW,,Single Family,2 Story,D,Metal,Hardwood,Gas Wall Unit,1,1920,5,2,1,1,0,0,0,No Basement,Brick Veneer,2.00,1101
349,040029000,1027,GRADY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1968,5,2,0,1,0,980,0,Full Basement,Brick Veneer,1.00,935
350,040030000,1031,GRADY AVE,,Single Family,1 Sty No Bsmt,C -,Shingles,W/W Carpet,Forced Air,1,1928,5,2,No dat,1,0,,,No Basement,Aluminum,1.00,940
351,040032000,1025,GRADY AVE,,Single Family,2 Story,D,Metal,Hardwood,Hot Water Radiator,0,1937,7,4,1,1,0,674,0,Partial Basement,Aluminum,2.00,1507
352,040033000,1021,GRADY AVE,,Single Family,2 Story,C,Shingles,Hardwood,Heat Pump,0,1920,5,2,1,2,0,,,No Basement,Hardy Board,2.00,1534
353,040034000,605,10 1/2 ST NW,,Single Family,2 Story,D,Metal,Hardwood,Gas Wall Unit,0,1920,6,3,0,1,0,0,0,No Basement,Stucco,2.00,1785
354,040035000,607,10 1/2 ST NW,,Single Family,1 Story,C,Shingles,Hardwood,Gravity,0,1942,4,2,0,1,0,312,,Partial Basement,Concrete Block,1.00,780
355,040036000,609,10 1/2 ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1920,5,3,0,1,0,0,0,No Basement,Stucco,1.00,1169
356,040037000,608,11TH ST NW,,Single Family,2 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1920,6,3,1,1,0,0,0,No Basement,Stucco,2.00,1395
357,040038000,610,11TH ST NW,,Single Family,2 Story,C -,Shingles,Hardwood,Forced Air,0,1920,5,2,0,1,0,,,No Basement,Aluminum,2.00,880
358,040039000,615,10 1/2 ST NW,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,5,0,0,1,0,0,0,Partial Basement,Stucco,2.00,1487
359,040039100,611,10 1/2 ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1961,5,2,0,1,0,0,0,No Basement,Wood,1.00,1008
360,040039200,612,11TH ST NW,,Single Family,2 Story,C,Shingles,Hardwood,Heat Pump,0,2004,7,3,1,2,0,,,No Basement,Hardy Board,2.00,1584
361,040040000,608,10 1/2 ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Gas Wall Unit,0,1955,4,0,0,1,0,0,0,No Basement,Concrete Block,1.00,795
362,040043000,507,10TH ST NW,,Single Family,2 Story,D,Metal,Hardwood,Hot Water Radiator,0,1910,7,3,0,3,0,816,,Partial Basement,Stucco,2.00,2214
363,040043000,507,10TH ST NW,,Single Family,1 Story,D,Shingles,None,Floor Furnace,0,1956,4,2,0,1,0,,,No Basement,Concrete Block,1.00,582
365,040044L00,604,10 1/2 ST NW,,Single Family,1 Story,D,Shingles,Other,Forced Air,0,1981,5,3,0,1,0,0,0,No Basement,Aluminum,1.00,1008
367,040047000,1002,GRADY AVE,,Single Family,2 Story,B,Shingles,Tile,Forced Air,0,2006,6,3,1,2,0,,,No Basement,Wood,2.00,1833
368,040048000,1014,GRADY AVE,,Single Family,1.5 Story,C -,Shingles,Hardwood,Forced Air,1,1951,7,3,1,1,0,852,,Full Basement,Stone,1.66,1419
370,040050000,420,10 1/2 ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Gravity,0,1920,4,2,1,1,0,,,No Basement,Brick Veneer,2.00,864
372,040052000,416,10TH ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Hot Water Radiator,1,1908,9,4,0,1,0,0,0,No Basement,Stucco,2.00,1950
373,040053000,418,10TH ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Gravity,0,1925,5,2,0,1,0,,,No Basement,Aluminum,1.00,848
374,040054000,414,10 1/2 ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,1,1950,4,2,1,1,0,760,480,Full Basement,Concrete Block,1.00,760
377,040057000,406,10 1/2 ST NW,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Baseboard,1,1963,5,3,0,1,0,432,,Cellar,Vinyl,1.00,864
378,040058000,404,10 1/2 ST NW,,Single Family,1.5 Story,D,Shingles,Hardwood,Forced Air,0,1953,7,3,0,1,0,0,0,No Basement,Concrete Block,1.50,1077
382,040061000,402,10 1/2 ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Floor Furnace,0,1949,4,2,0,1,0,0,0,No Basement,Aluminum,1.00,732
383,040062000,400,10 1/2 ST NW,,Single Family,1.5 Story,C,Shingles,Hardwood,Heat Pump,0,1950,6,3,1,1,0,156,100,Partial Basement,Concrete Block,1.50,1140
384,040063000,500,10 1/2 ST NW,,Single Family,2 Story,C,Metal,Hardwood,Heat Pump,0,1920,5,2,1,1,0,,,No Basement,Stucco,2.00,1500
385,040064000,502,10 1/2 ST NW,,Single Family,2 Story,C,Architectural Shingles,Hardwood,Hot Water Radiator,0,1920,6,3,0,2,0,,,No Basement,Stucco,2.00,1420
386,040065000,504,10 1/2 ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Gas Wall Unit,0,1920,5,3,0,1,0,0,0,No Basement,Stucco,2.00,1649
387,040066000,507,10 1/2 ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Hot Water Radiator,0,1948,7,3,0,1,0,762,,Full Basement,Concrete Block,2.00,1524
388,040067000,413,10 1/2 ST NW,,Single Family,Contemporary,B -,Metal,Hardwood,Heat Pump,No dat,2014,9,4,1,2,No dat,,,No Basement,Hardy Board,2,2284
389,040068000,421,10 1/2 ST NW,,Single Family,2 Story,D,Shingles,None,Hot Water Radiator,0,1920,7,3,1,1,0,411,,Partial Basement,Stucco,2.00,1642
391,040070000,1022,GRADY AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,8,0,0,2,0,412,0,Partial Basement,Stucco,2.00,1709
392,040071000,1026,GRADY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1959,6,4,0,2,0,1150,506,Partial Basement,Brick Veneer,1.00,1391
393,040072000,1030,GRADY AVE,,Single Family,2 Sty No Bsmt,D,Metal,Hardwood,Forced Air,0,1920,9,4,0,1,0,,,No Basement,Stucco,2.00,2038
394,040073000,1034,GRADY AVE,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,1,1960,7,3,0,1,0,1008,1008,Full Basement,Vinyl,1.00,1008
395,040074000,408,11TH ST NW,,Single Family,2 Story,D +,Shingles,Hardwood,Forced Air,0,1920,6,3,0,2,0,812,,Full Basement,Vinyl,2.00,1670
396,040075000,516,11TH ST NW,,Single Family,1.5 Story,D,Shingles,Hardwood,Forced Air,0,1932,6,3,0,2,0,0,0,No Basement,Stucco,1.50,1115
397,040076000,514,11TH ST NW,,Single Family,2 Sty No Bsmt,B,Architectural Shingles,Hardwood,Forced Air,1,1950,7,4,1,3,0,,,No Basement,Board & Batten,2.00,2288
398,040077000,504,11TH ST NW,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1954,6,3,0,1,0,827,0,Partial Basement,Stucco,1.00,1102
402,040080000,1101,GORDON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Baseboard,1,1979,5,3,0,1,0,,,No Basement,Wood,1.00,1000
403,040081000,405,11TH ST NW,,Single Family,2 Story,D,Shingles,Hardwood,Forced Air,0,1926,8,4,0,2,0,374,0,Partial Basement,Aluminum,2.00,1681
